Address Line 1,Address Line 2,City,Country,URL 1,URL 2,URL 3
Sondhi Trading Limited,Ganjoni Next To Doshi Co Ltd,Taib Abdalla Nassir Road,Mombasa,Kenya,,,
Land Trees And Sustainability Lts Africa Limited,Off Muthangari Road,Braeside Gardens,Nairobi,Kenya,,,
Miller & Company Advocates,Standard Street,"Bruce House, 13Th Floor",Nairobi,Kenya,,
Mosound Events Ltd,207 David Osieli Road,,Nairobi,Kenya,,,
Ooostyles Limited,Embakasi,,Nairobi,Kenya,,,
Greif East Africa Limited,"Unga Street, Off Shimanzi Road",Shimanzi Industrial Area,Mombasa,Kenya,,
Emirates Ltd,View Park Towers Loita Street,,Nairobi,Kenya,,,
Polythene Industries Ltd,Mombasa Road,Next To General Motors,Nairobi,Kenya,,,
Modis & Sons Company,35 Mokowe,,Lamu,Kenya,,,
Pensoft Systems Limited,North Star Complex Suite 4 Lenana Road,Kilimani,Nairobi,Kenya,,,
Kibera Markaz,Kanbi Muru,,Nairobi,Kenya,,,
Viability Energy Limited,Milimani Road,,Nairobi,Kenya,,,
Comtel Solutions Point Ltd,Moi Avenue,,Mombasa,Kenya,,,
Tropical Farm Management (Kenya) Limited,Maboromoko Road,,Thika,Kenya,,,
African Secrets,On Flour Plaza Nkuruma Road,,Mombasa,Kenya,,,
Logwin Air And Ocean Kenya Limited,Mombasa Road,Clifton Park,Nairobi,Kenya,,,
Kenya Energy And Telecoms Company Ltd,Victor House 6Th Floor Kimathi Street,,Nairobi,Kenya,,,
Maxam Limited,Cooper Centre Kaptagat Road,,Nairobi,Kenya,,,
Great Solutions (Kenya) Limited,Gateway Place,Milimani Street,Nairobi,Kenya,,,
Adtel  Ltd,Argwings Kodhek Road,,Nairobi,Kenya,,,
Department Of Children Services,Moi Road,,Nakuru,Kenya,,,
Jaswinder Singh Enterprises,"Airport North Road,  Mombasa Road",,Athi River,Kenya,,
Planning Interiors Limited,2Nd Floor Of Roshanmaer Place Lenana Road,,Nairobi,Kenya,,,
Treadsetters Tyres Ltd,Off Baba Dogo Road,Ruaraka,Nairobi,Kenya,,,
Tata Chemicals Magadi Limited,Lake Magadi.120,Kms South West Of Nairobi,Magadi,Kenya,,,
African Institute For Health And Development,"Riara Road, Kilimani",,Nairobi,Kenya,,
Double Dk Investments,Mfangano Street,,Nairobi,Kenya,,,
Adventist Development And Relief Agency (Kenya),"Vanga Road, Off Argwings Kodhek Road",Kilimani Area,Nairobi,Kenya,,
Synergy Power Systems Ltd,"Office Suites, Block A",Parklands Road,Nairobi,Kenya,,
Youth Dynamix K Ltd,Gatundu Road,Kileleshwa,Nairobi,Kenya,,,
Ilani Concepts,"Wilson Business Centre, Block D Langata Road",,Nairobi,Kenya,,
K D Handa Secondary Schools,Lr No 209/4275/21 Riverside Drive,,Nairobi,Kenya,,,
Jinja Consult Limited,Lenana Road,,Nairobi,Kenya,,,
Smart Vote Initiatives,Mburu Gichua,,Nakuru,Kenya,,,
Garissa County Youth Bunge Sacco,Posta Road,,Garissa,Kenya,,,
Sps Pipe Limited,Chogoria Road Off Ent Road,,Nairobi,Kenya,,,
Pelican Lodge Ltd,Ngong Road,,Nairobi,Kenya,,,
Universal Cabs Limted,Kipande Road,,Nairobi,Kenya,,,
Cybercom Ltd,Off Ngong Road,,Nairobi,Kenya,,,
Baraka Wholesalers Ltd,"Baraka Wholesalers Building,  Keekorok Road",,Nairobi,Kenya,,
Paradise Divers Limited,Barclays Centre Door 6 Diani Beach Road,,Mombasa,Kenya,,,
Excel K Ltd,"P O Box 18199,  Dunga Road",Industrial Area,Nairobi,Kenya,,
Maragua Muslim School,Ichaghaki,,Maragua,Kenya,,,
Agricultural Tractor Spares Ltd,Dar Es Salaam Road,Off Enterprise Road,Nairobi,Kenya,,,
Litso Centre,Isiolo,,Nairobi,Kenya,,,
Nyamusi Umoja Support Group,Nyamusi,,Nyamira,Kenya,,,
Medecins D Afrique,Ngong Road,,Nairobi,Kenya,,,
Credit Reference Bureau Africa Limited,"Prosperity House Main Street, Crb Centre","Westlands Road, Museum Hill",Nairobi,Kenya,
Africa Mental Health Foundation,Ralph Bunche Road,,Nairobi,Kenya,,,
Rickshaw Travels Kenya Ltd,"P O Box 46536,  4Th Floor Mama Ngina Street",Salama House,Nairobi,Kenya,,
Kipsigis Teachers Co-Op Sacco Ltd,Moi Highway,Nakuru Road,Kericho,Kenya,,,
Adnet Communications Limited,Valley Arcade Adnet Center,Korosho Road,Nairobi,Kenya,,,
Titan Healthcare Limited,"Mombasa Road, Opposite Airport Flyover",Next To Saku Industrial Park,Nairobi,Kenya,,
Chi Motors Limited,1St Parklands Avenue,Parklands,Nairobi,Kenya,,,
Cetco Ltd,"4Th Floor, Peponi Plaza",,Nairobi,Kenya,,
Agitec Solutions Ltd,Haile Selaise,,Nairobi,Kenya,,,
Microlan Kenya Ltd,Plessey House Uhuru Highway,"Bunyala Street, 1St Floor",Nairobi,Kenya,,
Marka And Company Ltd,Duruma Road,Off Mwembe Tayari Road,Mombasa,Kenya,,,
Eldorift Dairy Technology Consultants And Supplies Ltd,Ronald Ngala,,Eldoret,Kenya,,,
College Of Ophthalmology Of Eastern Central And Southern Africa,Argwings Kodhek Road Hurlingham,,Nairobi,Kenya,,,
Global Tea & Commodities (K) Ltd,Chai Street,High Level,Mombasa,Kenya,,,
Dhl Global Forwarding (Kenya) Limited,2Nd Freight Lane,Jomo Kenyatta International Airport,Nairobi,Kenya,,,
Reliance Air Charters,"Phoenix House,",Wilson Airport,Nairobi,Kenya,,
Empkay Investments,Loita Complex Pandit Nehru Road,Behind Sokoni Plaza,Nakuru,Kenya,,,
Kenpoly Manufacturers Limited,Plot No.30 Lunga Lunga Road,Industrial Area,Nairobi,Kenya,,,
African Technology Policy Studies Network,Chancery Building Valley Road,,Nairobi,Kenya,,,
National Council Of Churches Of Kenya,P O Box 45009,,Nairobi,Kenya,,,
Control Design & Power Service,Kisumu,,Mombasa,Kenya,,,
Stationery Express Ltd,Guatama Road Scorpio House,,Nairobi,Kenya,,,
Mobil Africa Sales Inc,"Mobil Plaza,  Muthaiga Road",,Nairobi,Kenya,,
Wuerth Kenya Limited,Alpha Centre,Mombasa Road,Nairobi,Kenya,,,
Facts Foundation Ltd,Lower Kabete Road,,Nairobi,Kenya,,,
Indken Textiles,"Nagara Road, Opposite Arya Boys School",Near Chiefs Office,Nairobi,Kenya,,
Liteline Enterprises Limited,"Lite House,  Airport North Road",,Nairobi,Kenya,,
Amaan Logistics & Trading Co.Ltd,"Suite No.5, Sagana Street",Off Jomo Kenyatta Avenue,Mombasa,Kenya,,
Cmc Kenya,Lusaka Road,,Nairobi,Kenya,,,
Printfastk Ltd,Printfast House Opp Ministry Of Labour,Commercial Street,Nairobi,Kenya,,,
Inks Kenya Ltd,Rangwe Close,Off Lunga Lunga Road,Nairobi,Kenya,,,
Musoni Kenya Ltd,Ring Road Kilimani,,Nairobi,Kenya,,,
Siaya Region Community Foundation,Town,,Siaya,Kenya,,,
Nairobi Java House Limited,Abc Place,Off Waiyaki Way,Nairobi,Kenya,,,
Recycling Equipment Africa Limited,"Baba Dogo Road, Ruaraka Industrial Area",Opposite Dawa Ltd,Nairobi,Kenya,,
Accesskenya Group Limited,Westlands Road,,Nairobi,Kenya,,,
Eldoret Hides & Skins Merchants,Behind Central Bank Of Kenya,,Eldoret,Kenya,,,
Coast Industrial & Safety Supplies Limited,Bomuland Investment Building Shop 18-19,Mwabundu Street,Mombasa,Kenya,,,
Bukonoi Sama Cbo,Cheptais Toroso,,Nairobi,Kenya,,,
Lady Lori Kenya Ltd,"2Nd Floor, Langata House Wilson Airport",,Nairobi,Kenya,,
Worldwide Gospel Mission Foundation,Narok 20500 487,,Nairobi,Kenya,,,
Joemart Consultants Limited,Westlands,,Nairobi,Kenya,,,
Institute For Research  Policy Alternatives,"Mara Road , Upper Hill",,Nairobi,Kenya,,
Dodhia Brothers,Lumumba Road,,Mombasa,Kenya,,,
Community Research In Environment And Development Initiatives,Off Kanduyi-Mumias Road,,Bungoma,Kenya,,,
Faraja Trust,Magadi Road,,Kajiado,Kenya,,,
Subsahara Supplies Ltd,Sotik Road,,Nairobi,Kenya,,,
Techbiz Limited,Mombasa Institute Building Nyerere Avenue,,Mombasa,Kenya,,,
Cargill Kenya Limited,Dar Es Salaam Road,Shimanzi,Mombasa,Kenya,,,
Korkora Supplies Limited,Karare,,Marsabit,Kenya,,,
Royal Garment Industries Epz Limited,Plot 11 Athi River Epz,,Nairobi,Kenya,,,
Jambo Africa Tourism Organization Network,Mteremko,,Bungoma,Kenya,,,
Supply Base (Epz) Ltd,Comarco Properties Epz,Liwatoni,Mombasa,Kenya,,,
Thika Coffee Mills Ltd,House Of Volvo Market Street,,Nairobi,Kenya,,,
Local Capacities For Peace International,Shalom House Daniel Combon Road,Off Ngong Road,Nairobi,Kenya,,,
Meaf Consultants Limited,No.6C Vision Plaza Off Mombasa Road,,Nairobi,Kenya,,,
Infotech Training Centre Ltd,"Finance House 7Th Floor,  Loita Street",,Nairobi,Kenya,,
Core Solutions Seekers Center,Biashara Street,,Nairobi,Kenya,,,
Agro Metro Development Company Limited,"Uganda Road ,Opp Post Office",,Eldoret,Kenya,,
Asachi Limited,Supa Loaf Building Kangundo Road,,Nairobi,Kenya,,,
Sara Lee Household And Body Care Kenya Ltd,Outer Ring / Thika Road,Ruaraka,Nairobi,Kenya,,,
Nyange Integrated Consultants Limited,Valley Road,,Nairobi,Kenya,,,
The Carpet Guru,Westlands,,Nairobi,Kenya,,,
Euro Industrial Chemicals Limited,Bamburi Road,Off Enterprise Road,Nairobi,Kenya,,,
Tradewinds Kenya Limited,North Aiprot Road,,Nairobi,Kenya,,,
Catholic Diocese Of Kitale,Church Road,,Kitale,Kenya,,,
Safari Duty Free Limited,Jomo Kenyatta International Airport,,Nairobi,Kenya,,,
Vanilla Farms Of East Africa- Kenya,Chambers Road,,Nairobi,Kenya,,,
Onelife Consultants Limited,Royal Offices,Mogotio Road,Nairobi,Kenya,,,
Santowels Limited,"Plot 12773,  Off Mombasa Road",Near Nation Printing Press Building,Nairobi,Kenya,,
Kinpash Enterprises Ltd,Baricho Road,Industrial Area (Opposite Click Club),Nairobi,Kenya,,,
Refugee Consortium Of Kenya,"Haki House, Ndemi Road,","Off Muringa Road, Kilimani",Nairobi,Kenya
Momai Distributors Ltd,"Kabala House,  Gala Road",,Kampala,Kenya,,
Kimar Import Export Company Ltd,Posta Sacco Plaza University Way,,Nairobi,Kenya,,,
Sika Kenya Limited,Semco Industrial Park Office,Mombasa Road,Nairobi,Kenya,,,
Label Converters Ltd,"Opposite City Cabanas,  Plot 96 Plot Lr. No.209/10804",Viwandani Old Mombasa Road,Nairobi,Kenya,,
Beauty Line Limited,Moi North Lake Road,Off Naivasha/Nakuru Highway,Naivasha,Kenya,,,
Pema Kenya,Links Road,,Mombasa,Kenya,,,
Hotel Royal Orchid Azure Nairobi,Lantana Road Off Rapta Road,,Nairobi,Kenya,,,
Medox Pharmaceuticals Ltd,Muthithi Road,,Nairobi,Kenya,,,
Young Women Forum,Dalsa Center 2Nd Floor Room 28,,Eldoret,Kenya,,,
Faram E. A. Limited,House No. 29 Off David Osieli Road,Off Waiyaki Way,Nairobi,Kenya,,,
Paper Converters K Ltd,Clesoi Road,Off Lunga Lunga Road,Nairobi,Kenya,,,
Coretec Systems & Solutions Ltd,Mirage Plaza Mombasa Road,,Nairobi,Kenya,,,
Gatanga Kiiga Home Based Care,Thika Gatura Road,,Gatura,Kenya,,,
Databit Limited,"124, Manyani East Route",,Nairobi,Kenya,,
Africa Rural Link  Afrilink,Eldoret Kitale Highway,,Eldoret,Kenya,,,
Oikosveritas Services,Ngong Road,,Nairobi,Kenya,,,
Cas Consultants Limited,"Nelleon Place,  Rhapta Road",,Nairobi,Kenya,,
Pamoja Trust,Mbaruk Road,,Nairobi,Kenya,,,
Rhambai & Co Ltd,"209/11458 Rahimtulia Tower,  7Th Flr Upper Hill",,Nairobi,Kenya,,
Hope Valley Family Institute,Nyahururu- Nyeri Highway,,Nyahururu,Kenya,,,
Raki Investment Coffee Ltd,Kombo Munyiri Road,,Nairobi,Kenya,,,
Consortium For National Health Research,Ndege Road,,Nairobi,Kenya,,,
Visa Youth Group,Kamitha Kawangware,,Nairobi,Kenya,,,
Sabalink Technologies Co Ltd,Argwings Kodhek,,Nairobi,Kenya,,,
Ripples International,Meru Ruiri Road,,Meru,Kenya,,,
Ranini Kiga Limited,"Lr 209/2408,  Ribero House Caberore Road",,Nairobi,Kenya,,
Eco Tech Ltd,"Mpaka Plaza,  Mpaka Road",,Nairobi,Kenya,,
Strategic Business Advisors Ltd,Raphta Road,,Nairobi,Kenya,,,
Caltex Oil Kenya Limited,"Caltex Plaza,  Limuru Road",,Nairobi,Kenya,,
The Youth Banner,Kabarnet Road,,Nairobi,Kenya,,,
Prospect East Kenya Limited,Dennis Pritt Road,,Nairobi,Kenya,,,
Vish Electric Limited,Alpha Center Machakos Road,"Next To Sameer Africa, Mombasa Road",Nairobi,Kenya,,
Craftskills Wind Energy International Limited,Umoja One Moi Drive,"Next To Coca Cola Distributor, Umoja Estate",Nairobi,Kenya,,
Tri-Star Trading Inc,Soin Building,Westlands,Nairobi,Kenya,,,
Robson Harris & Company Advocates,Transnational Plaza City Hall Way,,Nairobi,Kenya,,,
Royal Car Hire,Upperhill Mara Road,,Nairobi,Kenya,,,
Inades Formation Kenya,Machakos Wote Road,,Machakosc,Kenya,,,
Toner Masters Enterprises Ltd,Westlands Arcade Chiromo Rd,,Nairobi,Kenya,,,
Water Alive Kenya,Post Office Box 342,Kitengela,Kitengela,Kenya,,,
Pema Automobiles Centre Ltd,Kagundo Road,,Machakos,Kenya,,,
Shallow Wells International Management,Makongeni,,Thika,Kenya,,,
Bulling & Cowen Kenya Ltd,Sheik Karume Road,Off River Road,Nairobi,Kenya,,,
The Aga Khan Hospital,Otieno Oyoo Street,,Kisumu,Kenya,,,
Servers Zone Limited,"Suite 38, Fatima Court","Marcus Garvey Road, Hurlingham",Nairobi,Kenya,
Kotecha Wholesalers Limited,Plot No 1 Mwibona Siaya Road,,Luanda,Kenya,,,
Sustainet Ea,Waiyaki Way,,Nairobi,Kenya,,,
Cycle And Electronic Services Ltd,Odera Road,,Kisumu,Kenya,,,
Kilimapesa Gold (Pty) Limited,"Lolgorien, Trans Mara District",South West Kenya,Nairobi,Kenya,,
Maxi Qual Ladies Hostel,Rabai Road,Buru Buru Phase 5,Nairobi,Kenya,,,
Camellia Kenya Limited,Abc Place,Waiyaki Way,Nairobi,Kenya,,,
Bulls Eye Insurance Investigators,Moi Avenue,,Nairobi,Kenya,,,
R Henkel Ltd,Kampala Road,Off Enterprise Road,Nairobi,Kenya,,,
Vrsani Enterprises,"Plot No 1870/Iv/233,  East Church Road",,Nairobi,Kenya,,
Dera Chemicals Industries Ltd,Pemba Road,Lusaka Road,Nairobi,Kenya,,,
Polypipes Limited,Next To Bata Company,Opposite Railway Station,Limuru Town,Kenya,,,
Kenya Society For People With Aids,Posta Road,,Siaya,Kenya,,,
Nowa Moyie Foundation,Kisumu- Nairobi Highway,,Ahero,Kenya,,,
Technology Dimension Ltd,Coffee Plaza Left Wing,"Exchange Lane, Haile Selassie Avenue",Nairobi,Kenya,,
Education And Research Services Ohers,Off General Waruige Road,,Nairobi,Kenya,,,
Neighbours Initiative Alliance,Kajiado-Namanga Road,,Kajiado,Kenya,,,
Fast Way Courier & Delivery Services,Moi Avenue,,Nairobi,Kenya,,,
Niti Distributors Limited,Sky Center Tausi Lane,Off Muthithi Road,Nairobi,Kenya,,,
Pearl Touch International Limited,Ngong Road,,Nairobi,Kenya,,,
The Youth Agenda,Ngong Road,,Nairobi,Kenya,,,
Enterprise Institute Ltd,Riara Road,,Nairobi,Kenya,,,
Mika Investments Company Limited,Along Central Elgon Road,Transnzoia,Kitale,Kenya,,,
African Media Initiative,Mpaka Road Westlands,,Nairobi,Kenya,,,
Hi Tech Granite Industries Ltd,Enterprise Road,Industrial Area,Nairobi,Kenya,,,
Tdb International Ltd,"Anniversary Towers, Monrovia Street",,Nairobi,Kenya,,
Unisel Pharma (K) Ltd,Maksons Plaza Parklands Road,,Nairobi,Kenya,,,
Naresa Kenya Limited,"Upper Hill,  Shelter Afrique Centre Longonot Road",Upperhill,Nairobi,Kenya,,
Mobile Phone Warehouse Ltd,Kenyatta Avenue Uganda House,,Nairobi,Kenya,,,
Aitec Conferences Kenya Ltd,Muthaiga Mini Market,Limuru Road,Nairobi,Kenya,,,
Adeo,Off Ngong Road,Jameson Court,Nairobi,Kenya,,,
Greater Horn Of Africa Rainwater Partnership,"Rose Avenue Flats,  Rose Avenue",Off Arwings Kodhek Road,Nairobi,Kenya,,
Rural Heart,Mamlaka Rd,,Nairobi,Kenya,,,
Frontier Optical Network Limited,Royal Offices Mogotio Road,Off Chiromo Lnparklands,Nairobi,Kenya,,,
Amboseli Ecosystem Trust,Atgrca House,Kajiado,Loitoktok,Kenya,,,
H Z & Company Ltd,Mogadishu Road,,Nairobi,Kenya,,,
Vijana Againgst Aids And Drug Abuse,Kenyatta Avenue,,Nairobikenya,Kenya,,,
Animal Draft Power Programme,Bank Street,,Kisumu,Kenya,,,
Synergy Lubricant Solutions Ltd,"Haven Court, Gr Flr, Unit B-8",,Nairobi,Kenya,
Laneteck Engineering Limited,"Near Adams Arcade,  The Green House, Lr No 209/1011 Ngong Road",,Nairobi,Kenya,
Sports Station,Woodvale Grove,,Nairobi,Kenya,,,
Mck Bio Intensive Agriculture Training Centre,Box 443 Maua Road,,Meru,Kenya,,,
Dynatech Distribution Ltd,Mombasa Road,,Nairobi,Kenya,,,
Dalberg Global Development Advisors,39 Apple Cross Road,,Nairobi,Kenya,,,
Chepkoilel University College,Eldoret Ziwa Road,,Eldoret,Kenya,,,
Mukima Ridge Ten Ltd,Nanyuki Isiolo Road,Nanyuki,Nairobi,Kenya,,,
The Young People Empowerment Initiative,Jogoo Road,,Nairobi,Kenya,,,
Valeo K Ltd,Homabay Road,,Nairobi,Kenya,,,
Aberdaire Aviation Ltd,Lengai House Wilson Airport,,Nairobi,Kenya,,,
Chem-Labs Limited,"Human House, Ngara West Road",Off Museum Hill. 23,Nairobi,Kenya,,
Zebaki Packaging Limited,"Mogadishu, Off Lunga Lunga Road",Opposite Brother Knitwear,Nairobi,Kenya,,
Gender Violence Recovery Centre,Kirichwa Road,,Nairobi,Kenya,,,
Studio Gold Agency,Aga Khan Walk,,Nairobi,Kenya,,,
Insteel Ltd,Ol Kalou Road,,Nairobi,Kenya,,,
S A Pegrume & Co Ltd,"Longonot Place 5Th Floor,  Kijabe Street",,Nairobi,Kenya,,
Innsscor (K) Ltd,Masaai Road,Off Mombasa Road,Nairobi,Kenya,,,
Defence For Children International Kenya,"Po Box 33330,  Chaka Road",,Nairobi,Kenya,,
Signoserve Communication,Moi Avenue,,Mombasa,Kenya,,,
Newken Enterprises Ltd,"Avon Centre, Enterprise Road",Industrial Area,Nairobi,Kenya,,
National Oil Corporation Of Kenya,Aon Minet House Mamlaka Road,Off Nyerere Road,Nairobi,Kenya,,,
Abc Community Development Program,Muthini,,Machakos,Kenya,,,
Novelty Manufacturing Limited,Plot No. 209 / 477 Lusaka Road,City Stadium,Nairobi,Kenya,,,
Merti Integrated Development Programme,Merti,,Isiolo,Kenya,,,
Bon Motors Ltd,"L.R No. 37/315,  Chepkorio Road",Off Lusaka Road,Nairobi,Kenya,,
Revital Healthcare Epz Ltd,Pandya Street,"Off Mwalinka Street, Mombasa Railway Station Area",Mombasa,Kenya,,
Development Through Media Co. Ltd,"Fourways Tower,  Moktar Daddar Street",Off Muindi Mbingu Street,Nairobi,Kenya,,
Premier Knitwear Limited,Premier Knitwear Complex Baba Dogo Road,,Nairobi,Kenya,,,
Alex & Company Ltd,"Afya Co-Operative House,  Tom Mboya",,Nairobi,Kenya,,
David Kamau Engineering Company Ltd,"Lr 209/8155, Off Jogoo Road",,Nairobi,Kenya,,
Nila Pharmaceuticals Ltd,Mepalux Plaza Latema/River Road,,Nairobi,Kenya,,,
Gtl Kenya Limited,Maksons Plaza Parklands Road,Westlands,Nairobi,Kenya,,,
Indiana Institute For Global Health Kenya Ltd,Elgon View Road,,Eldoret,Kenya,,,
Air Connection Ltd,Air Connection Complex Jomo Kenyatta Int L Airport,,Nairobi,Kenya,,,
Nairobi West Muslim Wmen Organization,Gadhi Avenue,,Nairobi,Kenya,,,
Boresha Jamii Community Based Organization,Pumwani,Kamukunji,Nairobi,Kenya,,,
Prinsal Enterprises Ltd,Babadogo Road,Opp Lions Maid,Nairobi,Kenya,,,
Mobipay K Ltd,Northridge Apts Lenana Road,,Nairobi,Kenya,,,
Yuasa International Ltd,Plot No.144 Moi Avenue,Opp. Diamond Trust Bank/ Oilibya Petrol Station,Mombasa,Kenya,,,
Crone-Tech Limited,Dareesalam Road,,Nairobi,Kenya,,,
Sametract (Cassini And Tonolo) Limited,Bamburi Road,Industrial Area,Nairobi,Kenya,,,
Jarrow Road Metal Enterprises,Jirore Road,Off Enterprise Road,Nairobi,Kenya,,,
Stem Africa Foundation,Riverside Drive,,Nairobi,Kenya,,,
Risk Accredit Management Systems -Africa,"Kindarume Road, Off Ngong Road",,Nairobi,Kenya,,
Consortium Of Applicants For Glbti Grant,Juja,,Nairobi,Kenya,,,
Alpha Knits Ltd,"Plot No Lr 221,  Thika Road",,Ruiru,Kenya,,
Rosavie Epz Ltd,"Sameer Industrial Park,  Road C",Off Enterprise Road,Nairobi,Kenya,,
Agrilife Limited,Piedmont Plaza 4Th Floor-Ngong Road,,Nairobi,Kenya,,,
Sustainable Agriculture Programmes Community Education And Development,Embu,,Nairobi,Kenya,,,
Kenya Wine Agencies Limited,"Enteprise Road, Opposite Standard Bank","Total Petrol Station, Industrial Area",Nairobi,Kenya,
Alisha Holdings Ltd,"Agip House,  Haille Selassie Avenue",,Nairobi,Kenya,,
Mwanzo Mpya,Hospital Road,,Nairobi,Kenya,,,
Prestige Packaging Ltd,"Plot No 168/10,  Mombasa Road",,Nairobi,Kenya,,
Southlink Medical Supplies Ltd,Kiambu Road,,Nairobi,Kenya,,,
Millenium Star Enterprises Ltd,"Lr No. 22925/133, Millenium Star Building Millenium Star Service",Kamiti Road,Nairobi,Kenya,,
Edge Foods & Beverage Ltd,Muhoho Avenue,,Nairobi,Kenya,,,
Paschal Construction East Africa Limited,Moi Avenue,,Nairobi,Kenya,,,
Kasigau Biodiversity Conservation Initiative,Post Office,,Voi,Kenya,,,
Jumuiya Women Group,Oginga Odinga Street,,Eldoret,Kenya,,,
Bryson Express Ltd,Unga Street,Shimanzi,Mombasa,Kenya,,,
Sub Sahara Research Services,Baricho Rd,,Nairobi,Kenya,,,
Elegance Technology Ltd,Muchai Drive Off Ngong Road,,Nairobi,Kenya,,,
Pwani Community Media Institute,Digo Road,,Mombassa,Kenya,,,
Youth Action And Rural Development,Mabanda Trading Centre,,Thika,Kenya,,,
Pollman's Tours & Safaris,Taveta / Shimanzi Road,,Mombasa,Kenya,,,
Ecopeak East Africa Ltd,Tom Mboya,,Nairobi,Kenya,,,
Kabarak University,Nakuru-Eldama Ravine,Kabarak,Nakuru,Kenya,,,
Synovate Kenya Limited,"Riverside Drive, Westlands",,Nairobi,Kenya,,
Ednas And Elna Limited,Moi Avenue,,Nairobi,Kenya,,,
Community Empower,Kismayu Road,,Garissa,Kenya,,,
Opinion Kenya Advertisers,Utalii Lane,,Nairobi,Kenya,,,
Lifting Equipment Company Ltd,Unga Street,,Mombasa,Kenya,,,
Canopy Insurance Brokers Limited,Co-Op Trust Plaza Lower Hill Road,,Nairobi,Kenya,,,
Peeves Supplies K Ltd,Luthuli Avenue,,Nairobi,Kenya,,,
Deluxe Printers & Stationers Limited,"Uhuru Gardens,  Likoni Road",,Nairobi,Kenya,,
Manchester Outfitters (E.A) Limited,Manchester Outfitters Building Off Dunga Road,,Nairobi,Kenya,,,
Achelis Material Handling Ltd,Mombasa Road,,Nairobi,Kenya,,,
Brilliance International Company Ltd,"Parsonic Building-Ground Flr,  Kirinyaga Road",,Nairobi,Kenya,,
Dehydrates East Africa Ltd,State House Road,,Nairobi,Kenya,,,
Elites On A Mission Association,111 Sare Awendo,,Kilgoris,Kenya,,,
Ogiek People Empowerment Projectá,2Nd Flr Kaiki House Narok Nairobi Rd,Narok County,Narok,Kenya,,,
Wakaguzi Consultants,Westlands,,Nairobi,Kenya,,,
Premier Bag & Cordage Ltd,Kalimoni-Juja Road,,Ruiru,Kenya,,,
Altech Africa Limited,Kindaruma Road,,Nairobi,Kenya,,,
Oxford University Press East Africa,Lr. No. 209/12107 The Oxford Place Elgon Road,Upper Hill,Nairobi,Kenya,,,
Sagoo Radiators Ltd,"Plot 37/165/166,  Pokomo Road",,Nairobi,Kenya,,
Elite Offset Ltd,Factory Street,Industrial Area,Nairobi,Kenya,,,
